
Data Report
2024-05-06 10:24:08
Location, 1, Y16134

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2023-06-12 22:00:00,+099999,+099999,+00.0,+023.8,082,622,+024.4,044,00272
2023-06-12 23:00:00,+099999,+099999,+00.0,+022.6,090,622,+023.1,046,00272
2023-06-13 00:00:00,+099999,+099999,+00.0,+021.8,078,622,+022.0,046,00272
2023-06-13 01:00:00,+099999,+099999,+00.0,+021.2,084,621,+021.1,046,00272
2023-06-13 02:00:00,+099999,+099999,+00.0,+020.5,085,621,+020.3,047,00272
2023-06-13 03:00:00,+099999,+099999,+00.0,+020.2,086,621,+019.8,048,00272
2023-06-13 04:00:00,+099999,+099999,+00.0,+020.1,087,621,+019.6,048,00272
2023-06-13 05:00:00,+099999,+099999,+00.0,+019.8,090,621,+019.7,048,00272
2023-06-13 06:00:00,+099999,+099999,+00.0,+019.3,093,622,+019.5,049,00272
2023-06-13 07:00:00,+099999,+099999,+00.0,+019.5,094,622,+019.5,049,00272
2023-06-13 08:00:00,+099999,+099999,+00.0,+020.1,092,623,+020.1,049,00272
2023-06-13 09:00:00,+099999,+099999,+00.0,+021.4,086,623,+021.3,049,00272
2023-06-13 10:00:00,+099999,+099999,+00.0,+023.2,078,623,+023.4,048,00272
2023-06-13 11:00:00,+099999,+099999,+00.0,+025.5,063,622,+026.0,046,00272
2023-06-13 12:00:00,+099999,+099999,+00.0,+027.9,053,622,+028.6,045,00272
2023-06-13 13:00:00,+099999,+099999,+00.0,+028.4,051,621,+030.4,043,00272
2023-06-13 14:00:00,+099999,+099999,+00.0,+029.0,049,620,+031.0,042,00272
2023-06-13 15:00:00,+099999,+099999,+00.0,+028.6,050,620,+031.4,042,00272
2023-06-13 16:00:00,+099999,+099999,+00.0,+027.1,059,620,+030.4,041,00272
2023-06-13 17:00:00,+099999,+099999,+00.0,+025.3,070,620,+028.1,042,00272
2023-06-13 18:00:00,+099999,+099999,+00.0,+024.3,078,620,+025.8,044,00272
2023-06-13 19:00:00,+099999,+099999,+00.0,+023.7,084,621,+024.5,045,00272
2023-06-13 20:00:00,+099999,+099999,+00.0,+023.3,087,622,+024.0,046,00272
2023-06-13 21:00:00,+099999,+099999,+00.0,+023.0,089,622,+023.5,046,00272
2023-06-13 22:00:00,+099999,+099999,+00.0,+022.9,089,622,+023.2,047,00272
2023-06-13 23:00:00,+099999,+099999,+00.0,+022.8,089,622,+023.0,047,00272
2023-06-14 00:00:00,+099999,+099999,+00.0,+022.7,088,622,+022.9,048,00272
2023-06-14 01:00:00,+099999,+099999,+00.0,+022.5,088,622,+022.7,048,00272
2023-06-14 02:00:00,+099999,+099999,+00.0,+022.0,089,621,+022.5,048,00272
2023-06-14 03:00:00,+099999,+099999,+00.0,+021.7,090,621,+022.1,049,00272
2023-06-14 04:00:00,+099999,+099999,+00.0,+021.3,093,622,+021.6,049,00272
2023-06-14 05:00:00,+099999,+099999,+00.0,+021.0,094,622,+021.1,050,00272
2023-06-14 06:00:00,+099999,+099999,+00.0,+021.0,095,622,+020.8,050,00272
2023-06-14 07:00:00,+099999,+099999,+00.0,+022.1,090,622,+021.3,050,00272
2023-06-14 08:00:00,+099999,+099999,+00.0,+023.7,083,623,+023.2,050,00272
2023-06-14 09:00:00,+099999,+099999,+00.0,+025.1,076,623,+024.8,049,00272
2023-06-14 10:00:00,+099999,+099999,+00.0,+026.9,062,623,+027.0,048,00272
2023-06-14 11:00:00,+099999,+099999,+00.0,+029.7,048,623,+030.0,046,00272
2023-06-14 12:00:00,+099999,+099999,+00.0,+030.5,044,622,+032.5,044,00272
2023-06-14 13:00:00,+099999,+099999,+00.0,+031.2,040,621,+033.2,042,00272
2023-06-14 14:00:00,+099999,+099999,+00.0,+030.7,043,620,+033.9,041,00272
2023-06-14 15:00:00,+099999,+099999,+00.0,+029.9,045,620,+032.1,041,00272
2023-06-14 16:00:00,+099999,+099999,+00.0,+029.1,049,620,+031.4,041,00272
2023-06-14 17:00:00,+099999,+099999,+00.0,+023.9,083,621,+028.0,042,00272
2023-06-14 18:00:00,+099999,+099999,+00.0,+022.5,099,621,+024.4,044,00272
2023-06-14 19:00:00,+099999,+099999,+00.0,+022.3,099,622,+022.8,046,00272
2023-06-14 20:00:00,+099999,+099999,+00.0,+022.3,099,622,+022.3,048,00272
2023-06-14 21:00:00,+099999,+099999,+00.0,+022.1,099,622,+022.2,049,00272
2023-06-14 22:00:00,+099999,+099999,+00.0,+021.8,099,623,+022.0,049,00272
2023-06-14 23:00:00,+099999,+099999,+00.0,+021.3,099,623,+021.7,050,00272
2023-06-15 00:00:00,+099999,+099999,+00.0,+021.1,098,622,+021.3,050,00272
2023-06-15 01:00:00,+099999,+099999,+00.0,+021.5,094,622,+021.2,051,00272
2023-06-15 02:00:00,+099999,+099999,+00.0,+021.3,093,622,+021.4,051,00272
2023-06-15 03:00:00,+099999,+099999,+00.0,+020.9,096,621,+020.8,051,00272
2023-06-15 04:00:00,+099999,+099999,+00.0,+021.1,095,622,+020.8,051,00272
2023-06-15 05:00:00,+099999,+099999,+00.0,+021.2,095,622,+020.9,052,00272
2023-06-15 06:00:00,+099999,+099999,+00.0,+020.8,097,622,+020.9,052,00272
2023-06-15 07:00:00,+099999,+099999,+00.0,+020.6,097,623,+020.7,052,00272
2023-06-15 08:00:00,+099999,+099999,+00.0,+020.9,097,623,+020.9,052,00272
2023-06-15 09:00:00,+099999,+099999,+00.0,+021.4,097,624,+021.5,052,00272
2023-06-15 10:00:00,+099999,+099999,+00.0,+021.8,095,624,+022.1,052,00272
2023-06-15 11:00:00,+099999,+099999,+00.0,+022.8,090,624,+023.0,052,00272
2023-06-15 12:00:00,+099999,+099999,+00.0,+023.2,089,623,+024.0,051,00272
2023-06-15 13:00:00,+099999,+099999,+00.0,+023.6,087,622,+024.6,051,00272
2023-06-15 14:00:00,+099999,+099999,+00.0,+023.9,086,622,+025.3,050,00272
2023-06-15 15:00:00,+099999,+099999,+00.0,+024.8,082,621,+025.8,050,00272
2023-06-15 16:00:00,+099999,+099999,+00.0,+024.6,084,621,+026.1,050,00272
2023-06-15 17:00:00,+099999,+099999,+00.0,+024.4,085,621,+025.8,050,00272
2023-06-15 18:00:00,+099999,+099999,+00.0,+023.7,088,622,+024.8,050,00272
2023-06-15 19:00:00,+099999,+099999,+00.0,+023.2,090,622,+023.5,051,00272
2023-06-15 20:00:00,+099999,+099999,+00.0,+023.2,091,622,+023.2,051,00272
2023-06-15 21:00:00,+099999,+099999,+00.0,+023.0,093,622,+023.1,052,00272
2023-06-15 22:00:00,+099999,+099999,+00.0,+023.0,092,622,+022.9,052,00272
2023-06-15 23:00:00,+099999,+099999,+00.0,+023.0,091,622,+022.8,052,00272
2023-06-16 00:00:00,+099999,+099999,+00.0,+022.6,093,622,+022.6,052,00272
2023-06-16 01:00:00,+099999,+099999,+00.0,+022.1,095,622,+022.3,053,00272
2023-06-16 02:00:00,+099999,+099999,+00.0,+021.8,096,621,+021.8,053,00272
2023-06-16 03:00:00,+099999,+099999,+00.0,+021.5,096,621,+021.5,053,00272
2023-06-16 04:00:00,+099999,+099999,+00.0,+021.3,094,621,+021.3,054,00272
2023-06-16 05:00:00,+099999,+099999,+00.0,+021.2,095,621,+021.1,054,00272
2023-06-16 06:00:00,+099999,+099999,+00.0,+021.1,092,622,+021.0,054,00272
2023-06-16 07:00:00,+099999,+099999,+00.0,+020.8,092,622,+020.9,054,00272
2023-06-16 08:00:00,+099999,+099999,+00.0,+021.2,091,623,+021.1,054,00272
2023-06-16 09:00:00,+099999,+099999,+00.0,+022.4,086,623,+021.9,054,00272
2023-06-16 10:00:00,+099999,+099999,+00.0,+024.7,077,623,+024.5,052,00272
2023-06-16 11:00:00,+099999,+099999,+00.0,+026.4,071,623,+027.4,051,00272
2023-06-16 12:00:00,+099999,+099999,+00.0,+028.2,057,622,+029.3,049,00272
2023-06-16 13:00:00,+099999,+099999,+00.0,+028.9,052,621,+030.4,048,00272
2023-06-16 14:00:00,+099999,+099999,+00.0,+029.7,049,621,+031.3,047,00272
2023-06-16 15:00:00,+099999,+099999,+00.0,+028.7,055,620,+031.4,046,00272
2023-06-16 16:00:00,+099999,+099999,+00.0,+027.9,058,620,+030.3,046,00272
2023-06-16 17:00:00,+099999,+099999,+00.0,+027.3,060,620,+028.7,046,00272
2023-06-16 18:00:00,+099999,+099999,+00.0,+026.2,068,621,+027.2,047,00272
2023-06-16 19:00:00,+099999,+099999,+00.0,+024.6,077,621,+025.7,048,00272
2023-06-16 20:00:00,+099999,+099999,+00.0,+023.9,081,622,+024.5,049,00272
2023-06-16 21:00:00,+099999,+099999,+00.0,+023.6,080,622,+024.0,049,00272
2023-06-16 22:00:00,+099999,+099999,+00.0,+023.1,080,622,+023.6,050,00272
2023-06-16 23:00:00,+099999,+099999,+00.0,+023.0,080,622,+023.2,050,00272
2023-06-17 00:00:00,+099999,+099999,+00.0,+022.7,081,622,+022.9,050,00272
2023-06-17 01:00:00,+099999,+099999,+00.0,+022.2,081,622,+022.6,050,00272
2023-06-17 02:00:00,+099999,+099999,+00.0,+021.6,086,621,+022.1,051,00272
2023-06-17 03:00:00,+099999,+099999,+00.0,+021.2,089,621,+021.6,051,00272
2023-06-17 04:00:00,+099999,+099999,+00.0,+021.0,091,621,+021.3,052,00272
2023-06-17 05:00:00,+099999,+099999,+00.0,+020.5,093,622,+021.0,052,00272
2023-06-17 06:00:00,+099999,+099999,+00.0,+020.4,094,622,+020.6,052,00272
2023-06-17 07:00:00,+099999,+099999,+00.0,+020.4,094,623,+020.6,053,00272
2023-06-17 08:00:00,+099999,+099999,+00.0,+020.8,093,623,+020.8,053,00272
2023-06-17 09:00:00,+099999,+099999,+00.0,+021.3,091,623,+021.3,053,00272
2023-06-17 10:00:00,+099999,+099999,+00.0,+021.6,089,623,+021.7,053,00272
2023-06-17 11:00:00,+099999,+099999,+00.0,+022.1,088,623,+022.1,052,00272
2023-06-17 12:00:00,+099999,+099999,+00.0,+023.0,083,623,+023.0,052,00272
2023-06-17 13:00:00,+099999,+099999,+00.0,+024.0,078,622,+023.8,052,00272
2023-06-17 14:00:00,+099999,+099999,+00.0,+024.3,072,622,+024.9,051,00272
2023-06-17 15:00:00,+099999,+099999,+00.0,+024.9,067,621,+025.1,051,00272
2023-06-17 16:00:00,+099999,+099999,+00.0,+025.0,067,621,+025.7,050,00272
2023-06-17 17:00:00,+099999,+099999,+00.0,+024.5,068,621,+025.1,050,00272
2023-06-17 18:00:00,+099999,+099999,+00.0,+023.5,079,622,+024.4,050,00272
2023-06-17 19:00:00,+099999,+099999,+00.0,+022.9,085,622,+023.4,051,00272
2023-06-17 20:00:00,+099999,+099999,+00.0,+022.6,086,622,+022.8,051,00272
2023-06-17 21:00:00,+099999,+099999,+00.0,+022.4,088,623,+022.6,052,00272
2023-06-17 22:00:00,+099999,+099999,+00.0,+022.5,085,623,+022.4,052,00272
2023-06-17 23:00:00,+099999,+099999,+00.0,+022.4,082,623,+022.3,052,00272
2023-06-18 00:00:00,+099999,+099999,+00.0,+022.2,081,623,+022.2,052,00272
2023-06-18 01:00:00,+099999,+099999,+00.0,+022.0,081,622,+022.0,052,00272
2023-06-18 02:00:00,+099999,+099999,+00.0,+021.4,085,622,+021.7,052,00272
2023-06-18 03:00:00,+099999,+099999,+00.0,+020.5,089,622,+021.1,053,00272
2023-06-18 04:00:00,+099999,+099999,+00.0,+020.4,090,622,+020.6,053,00272
2023-06-18 05:00:00,+099999,+099999,+00.0,+020.0,092,622,+020.3,053,00272
2023-06-18 06:00:00,+099999,+099999,+00.0,+019.6,095,622,+019.6,054,00272
2023-06-18 07:00:00,+099999,+099999,+00.0,+019.8,095,623,+019.6,054,00272
2023-06-18 08:00:00,+099999,+099999,+00.0,+020.5,091,623,+020.1,054,00272
2023-06-18 09:00:00,+099999,+099999,+00.0,+021.4,087,623,+021.3,054,00272
2023-06-18 10:00:00,+099999,+099999,+00.0,+022.0,086,623,+022.3,053,00272
2023-06-18 11:00:00,+099999,+099999,+00.0,+024.1,073,623,+023.9,052,00272
2023-06-18 12:00:00,+099999,+099999,+00.0,+024.9,064,622,+026.1,051,00272
2023-06-18 13:00:00,+099999,+099999,+00.0,+025.3,060,622,+026.5,050,00272
2023-06-18 14:00:00,+099999,+099999,+00.0,+026.9,052,622,+027.9,049,00272
2023-06-18 15:00:00,+099999,+099999,+00.0,+027.5,049,621,+029.6,047,00272
2023-06-18 16:00:00,+099999,+099999,+00.0,+027.2,051,621,+030.0,047,00272
2023-06-18 17:00:00,+099999,+099999,+00.0,+026.4,051,621,+029.2,046,00272
2023-06-18 18:00:00,+099999,+099999,+00.0,+025.5,055,621,+026.8,046,00272
2023-06-18 19:00:00,+099999,+099999,+00.0,+024.8,057,621,+025.5,047,00272
2023-06-18 20:00:00,+099999,+099999,+00.0,+024.4,057,622,+024.7,047,00272
2023-06-18 21:00:00,+099999,+099999,+00.0,+023.4,063,622,+024.0,048,00272
2023-06-18 22:00:00,+099999,+099999,+00.0,+022.5,068,623,+023.0,048,00272
2023-06-18 23:00:00,+099999,+099999,+00.0,+021.9,074,622,+022.3,049,00272
2023-06-19 00:00:00,+099999,+099999,+00.0,+021.4,079,622,+021.7,049,00272
2023-06-19 01:00:00,+099999,+099999,+00.0,+020.7,085,622,+021.0,050,00272
2023-06-19 02:00:00,+099999,+099999,+00.0,+020.4,090,622,+020.5,051,00272
2023-06-19 03:00:00,+099999,+099999,+00.0,+020.1,092,622,+020.3,051,00272
2023-06-19 04:00:00,+099999,+099999,+00.0,+019.7,094,622,+019.6,052,00272
2023-06-19 05:00:00,+099999,+099999,+00.0,+019.2,098,622,+019.0,052,00272
2023-06-19 06:00:00,+099999,+099999,+00.0,+018.8,099,622,+018.6,053,00272
2023-06-19 07:00:00,+099999,+099999,+00.0,+019.5,097,623,+019.0,053,00272
2023-06-19 08:00:00,+099999,+099999,+00.0,+020.5,091,623,+020.4,053,00272
2023-06-19 09:00:00,+099999,+099999,+00.0,+022.2,083,623,+022.0,052,00272
2023-06-19 10:00:00,+099999,+099999,+00.0,+024.3,070,623,+025.1,051,00272
2023-06-19 11:00:00,+099999,+099999,+00.0,+024.7,066,623,+026.5,050,00272
2023-06-19 12:00:00,+099999,+099999,+00.0,+026.2,057,622,+027.7,048,00272
2023-06-19 13:00:00,+099999,+099999,+00.0,+026.7,054,622,+028.4,047,00272
2023-06-19 14:00:00,+099999,+099999,+00.0,+027.5,050,621,+029.1,047,00272
2023-06-19 15:00:00,+099999,+099999,+00.0,+028.0,048,620,+030.2,046,00272
2023-06-19 16:00:00,+099999,+099999,+00.0,+027.4,051,620,+030.2,045,00272
2023-06-19 17:00:00,+099999,+099999,+00.0,+026.8,052,620,+029.3,045,00272
2023-06-19 18:00:00,+099999,+099999,+00.0,+025.6,059,621,+027.3,045,00272
2023-06-19 19:00:00,+099999,+099999,+00.0,+024.0,073,621,+025.4,046,00272
2023-06-19 20:00:00,+099999,+099999,+00.0,+023.4,078,621,+024.1,047,00272
2023-06-19 21:00:00,+099999,+099999,+00.0,+023.3,077,621,+023.6,048,00272
2023-06-19 22:00:00,+099999,+099999,+00.0,+023.1,076,622,+023.3,048,00272
2023-06-19 23:00:00,+099999,+099999,+00.0,+023.0,077,622,+023.2,049,00272
2023-06-20 00:00:00,+099999,+099999,+00.0,+022.5,080,622,+022.9,049,00272
2023-06-20 01:00:00,+099999,+099999,+00.0,+022.1,086,621,+022.5,050,00272
2023-06-20 02:00:00,+099999,+099999,+00.0,+021.5,092,621,+022.0,050,00272
2023-06-20 03:00:00,+099999,+099999,+00.0,+021.3,093,621,+021.7,051,00272
2023-06-20 04:00:00,+099999,+099999,+00.0,+020.9,097,621,+021.3,051,00272
2023-06-20 05:00:00,+099999,+099999,+00.0,+020.8,097,621,+021.0,052,00272
2023-06-20 06:00:00,+099999,+099999,+00.0,+021.0,095,622,+021.0,052,00272
2023-06-20 07:00:00,+099999,+099999,+00.0,+021.4,092,622,+021.2,052,00272
2023-06-20 08:00:00,+099999,+099999,+00.0,+022.0,090,622,+021.7,052,00272
2023-06-20 09:00:00,+099999,+099999,+00.0,+023.3,083,622,+022.9,052,00272
2023-06-20 10:00:00,+099999,+099999,+00.0,+025.5,069,622,+025.3,051,00272
2023-06-20 11:00:00,+099999,+099999,+00.0,+026.8,059,622,+027.3,049,00272
2023-06-20 12:00:00,+099999,+099999,+00.0,+028.2,052,622,+029.4,048,00272
2023-06-20 13:00:00,+099999,+099999,+00.0,+029.4,049,621,+030.6,046,00272
2023-06-20 14:00:00,+099999,+099999,+00.0,+029.4,049,620,+031.4,045,00272
2023-06-20 15:00:00,+099999,+099999,+00.0,+029.1,050,620,+031.7,045,00272
2023-06-20 16:00:00,+099999,+099999,+00.0,+028.4,052,620,+030.7,044,00272
2023-06-20 17:00:00,+099999,+099999,+00.0,+027.5,057,620,+029.6,044,00272
2023-06-20 18:00:00,+099999,+099999,+00.0,+025.7,068,620,+027.6,045,00272
2023-06-20 19:00:00,+099999,+099999,+00.0,+024.6,075,621,+025.6,047,00272
2023-06-20 20:00:00,+099999,+099999,+00.0,+024.0,079,621,+024.6,047,00272
2023-06-20 21:00:00,+099999,+099999,+00.0,+023.5,081,621,+024.1,048,00272
2023-06-20 22:00:00,+099999,+099999,+00.0,+023.2,080,621,+023.7,049,00272
2023-06-20 23:00:00,+099999,+099999,+00.0,+022.8,081,622,+023.3,049,00272
2023-06-21 00:00:00,+099999,+099999,+00.0,+022.4,082,621,+022.9,049,00272
2023-06-21 01:00:00,+099999,+099999,+00.0,+022.2,083,621,+022.4,050,00272
2023-06-21 02:00:00,+099999,+099999,+00.0,+021.9,085,621,+022.1,050,00272
2023-06-21 03:00:00,+099999,+099999,+00.0,+021.7,087,621,+021.8,050,00272
2023-06-21 04:00:00,+099999,+099999,+00.0,+021.4,089,621,+021.7,051,00272
2023-06-21 05:00:00,+099999,+099999,+00.0,+021.1,092,621,+021.4,051,00272
2023-06-21 06:00:00,+099999,+099999,+00.0,+021.2,093,621,+021.3,051,00272
2023-06-21 07:00:00,+099999,+099999,+00.0,+021.4,093,622,+021.4,052,00272
2023-06-21 08:00:00,+099999,+099999,+00.0,+022.2,088,622,+021.8,052,00272
2023-06-21 09:00:00,+099999,+099999,+00.0,+023.0,085,622,+022.9,051,00272
2023-06-21 10:00:00,+099999,+099999,+00.0,+022.7,088,622,+023.3,051,00272
2023-06-21 11:00:00,+099999,+099999,+00.0,+024.1,080,622,+023.7,051,00272
2023-06-21 12:00:00,+099999,+099999,+00.0,+025.2,069,622,+025.6,050,00272
